balavataro
document,section,page,markup,text
Bālāvatāro,8 Napuṃsakaliṅgā,22,break,
Bālāvatāro,8 Napuṃsakaliṅgā,22,text,Manogaṇādito sminanānami
Bālāvatāro,8 Napuṃsakaliṅgā,22,text,Ā.
Bālāvatāro,8 Napuṃsakaliṅgā,22,break,
Bālāvatāro,8 Napuṃsakaliṅgā,22,text,Manādito smintānaṃ iā vā honti.
Bālāvatāro,8 Napuṃsakaliṅgā,22,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Sa sare vāgamo.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Vibhatyādese sare pare manādito sāgamo vā hoti.
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Manasā.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Sassa co.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Manādito sassa o hoti-vasaddena smāssa ā ca.
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,"Manaso, manasā, manasi...Sesaṃ cittaṃva."
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,"Mataṃ siraṃ uraṃ tejaṃ rajaṃ ojaṃ vayaṃ payaṃ,"
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Yasaṃ tapaṃ vacaṃ vetaṃ evamādi manogaṇo.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,"""Aṃ napuṃsake"" 'ti simhi savibhattissa ntussa ā, guṇavaṃ; ntussatte-guṇavantāni; yoto'ññaṃ"
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,pume va...Evaṃ gacchaṃ.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Aṭṭhi.
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Vātveva.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,"""Yonaṃ ni napuṃsakehī"" 'ti yo naṃ ni vā."
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Addhīnī; jhattā yolope-aṭṭhi-tathālapane; aṭṭhiṃ aṭṭhini aṭṭhī; sesaṃ aggiva.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,"Daṇḍisi-aghattā rasso-daṇḍi, yoto'ññaṃ pumeca."
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,text,Āyu aṭṭhīva.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,8 Napuṃsakaliṅgā,23,endsection,Napuṃsakaliṅgā.
Bālāvatāro,8 Napuṃsakaliṅgā,23,break,
Bālāvatāro,9,23,section,9
Bālāvatāro,9,23,break,
Bālāvatāro,9,23,text,"Pumitthiliṅgā ghaṭakaṭayaṭṭhimuṭṭhisindhureṇuppabhutayo, dvipada catuppadajātivācito"
Bālāvatāro,9,23,text,ca-yathā-ghaṭo;
Bālāvatāro,9,23,break,
Bālāvatāro,9,23,text,Īppaccaye-ghaṭī; eso yaṭṭhiiccādi; cīpadajātavācino yathā-khattiyo; āppaccaye-khattiyā;
Bālāvatāro,9,23,text,samaṇo; īmhi-samaṇiiccādi; catuppadajāti vācino yathā-gajo; vyaggho;īmhi-vyagghī iccādi.
Bālāvatāro,9,23,break,
Bālāvatāro,9,23,text,Pumanapuṃsakaliṅgā dhammakammabrahmakusumasaṅgapadumaassamavihāra
Bālāvatāro,9,23,text,sararīrasuvaṇṇavaṇṇakahāpaṇabhavanabhuvanayobbanabhūsataāsatasa
Bālāvatāro,9,23,break,
Bālāvatāro,9,23,text,yanaodanaākāsaupacāsamāsadivasarasathalaelaraṭṭhaambumadhvādayo.
Bālāvatāro,9,23,break,
Bālāvatāro,9,24,break,
Bālāvatāro,9,24,text,Itthinapuṃsakaliṅgā nagaraaccippamukhā.
Bālāvatāro,9,24,text,"Sabbaliṅgā taṭapuṭapurapattamaḍalakalasādayo, nāmikatā sabba nāmāni ca-yathā-taṭo,"
Bālāvatāro,9,24,break,
Bālāvatāro,9,24,text,"īmhi-taṭī, taṭamiccādi."
Bālāvatāro,9,24,break,
Bālāvatāro,9,24,text,"Nāmīkatā yathā-devadatto, ā-devadattā, devadatta miccādi."
Bālāvatāro,9,24,break,
Bālāvatāro,10,24,section,10
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sabbakatarakatamaubhayaitaraaññaaññataraaññatamapubbapara
Bālāvatāro,10,24,text,aparadakkhīṇauttaraekayataetaimaamukiṃtumha amha iti sabbatā māni.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sabbo buddhova-ayaṃ viseso.
Bālāvatāro,10,24,text,Yotveva.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sabbanāmakāratepaṭhamo.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sabbādinamakārato paro paṭhamo soettaṃ yāti...Sabbe.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,"""Tayo nevaca sabbanāmehī"" 'ti nisedhā sasma sminnaṃāyaāe na honti...Sabbassa."
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sabbato naṃ saṃsānaṃ.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sabbādito taṃ iccassa saṃsānaṃ honti.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Akāro e i tveva.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sabbanāmānaṃ namhi va.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,"Namhi sabbādinamakārassa e hoti-sabbesaṃ sabbesānaṃ. Itthiyaṃ-ā-sabbā, kaññāca-ayaṃ"
Bālāvatāro,10,24,text,viseso.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Vātveva.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Ghapato smiṃsānaṃ saṃsā.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Sapasaññāto sbādito smiṃsānaṃ saṃsā vā honti.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,"""Sasāsvekavacanesu ce"" 'ti sāgamo."
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Gho rassaṃ.
Bālāvatāro,10,24,break,
Bālāvatāro,10,24,text,Ekavacanasaṃsāsu ghorassaṃ yāti; sabbassā sabbāya sabbā saṃ sabbāsānaṃ; sabbassaṃ
Bālāvatāro,10,24,text,sabbāyaṃ sabbāsu.
Bālāvatāro,10,24,break,
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Netāhi smimāyayā.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Ghapasaññāhi sabbādīhi smino āyayā na honti.
Bālāvatāro,10,25,text,Napuṃsake-sabbaṃ sabbāni; evaṃ dutiyā...Sabbādayo napuṃsake tatiyādisu
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,sakasakapumasamā... Evaṃ yasaddantā.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,"Pubbaparāparehi tu smino ""yadanupapannā ni pātanā sijajhantī"" 'ti anitthiyaṃ e vā; pubbe"
Bālāvatāro,10,25,text,pubbasmiṃ iccādi.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Ekasaddo saṅkhyātulyaññāsahāyattho-yadā saṃkhyāttho tadeka vacano aññattha
Bālāvatāro,10,25,text,sabbavacano ca-yādīnamālapanaṃ natthī.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Tasi.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Simhi saṃ anapuṃsakassetveva.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Etatesaṃ to.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Simhi anapuṃsakānaṃ etatāiccetesaṃ takārassa sa hotiso.
Bālāvatāro,10,25,text,Tassa vā nattaṃ sabbattha.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Tiliṅgesu sabbāditakārassa no vā hoti.
Bālāvatāro,10,25,text,Ne te; sesaṃ sabbasamaṃ-nattaṃva viseso.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Itthiyaṃ-sā nā nāyo nā tāyo iccādi.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Vātveva.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Tato sassa ssāya.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Tāetāimāhi sassa ssāyo vā hoti.
Bālāvatāro,10,25,text,Saṃsāsvekavacanesu i itveva.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Tassā vā.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Ekavacanasaṃsāsu tāsaddassa ā ittaṃ vā yāti; tissāya tissā tassā tāya tāghaṃ tāsānaṃ; tissaṃ
Bālāvatāro,10,25,text,tassaṃ tāyaṃ tāsu.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Napuṃsake-taṃ iccādi.
Bālāvatāro,10,25,text,Eso-sesaṃ sabbasmaṃ.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Itthiyaṃ-esā.
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,text,Saṃsāsvekavacanesu itveva. [^5]
Bālāvatāro,10,25,break,
Bālāvatāro,10,25,footnote,"[^5]:  ""Saṃghāsvekavacanesvetveva""-potthake."
Bālāvatāro,10,25,break,
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Etimāsami.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,"Ekavacanasaṃsāsu etāimānamantassa i hoti; etissāya etissā etāya etāsaṃ etāsānaṃ, etissaṃ"
Bālāvatāro,10,26,text,etassaṃ etāyaṃ etāsu...Sesaṃ sabbāva.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Napuṃsake-etaṃ iccādi.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Imasi.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,"""Anapuṃsakassāyaṃ simhī"" 'ti imassa ayaṃ."
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Silopo-ayaṃ ime; imaṃ ime.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,"""Animi nāmhi ce"" 'ti imassa ano imi ca...Anena iminā."
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,"""Sabbassimasse vā"" 'ti sunahiṃsu e vā; ehi imehi."
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Vā gha smā smiṃ saṃ sā svattaṃtveva.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Imasaddassa ca.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Sa smā smiṃ saṃ sāsu imassa attaṃ vā hoti.
Bālāvatāro,10,26,text,Assa imassa esaṃ esānaṃ imesaṃ imesānaṃ; asmā imamhā imasmā ehi imehi; asmiṃ imamhi
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,imasmiṃ esu imesu.
Bālāvatāro,10,26,text,"""Na timehi katākārehi"" 'ti smā sminnaṃ mhāmhi na sijjhante:"
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Itthiyaṃ-ayaṃ; sesaṃ etāva-saṃsāsvattaṃva viseso.
Bālāvatāro,10,26,text,Napuṃsake.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Savibhattissa vātveva.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,"""Imassidamaṃsisu napuṃsake"" 'ti imassa idaṃ vā."
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Idaṃ imaṃ ime imāni; evaṃ dutiyā.
Bālāvatāro,10,26,text,Amusi.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,Vā anapuṃsakassa simhitveva.
Bālāvatāro,10,26,break,
Bālāvatāro,10,26,text,"""Amussa mo saṃ"" 'ti massa so vā."
Bālāvatāro,10,26,break,
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,Silopo-asu.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""Sabbato ko"" 'ti sabbanāmato kā gamo."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""So"" 'ti o-amuko-pakkhe, amu; amu amuyo."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,Pubbeva yonaṃ vokāro na; amuṃ amu amuyo...Sesaṃ bhikkhuva sabbādikāriyāññatra.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"Itthiyaṃ-asu, sseṃ yāgusmaṃ-viseso'yaṃ-amussā amuyā amusaṃ amusānaṃ; amussaṃ amuyaṃ"
Bālāvatāro,10,27,text,amusu.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,Napuṃsake.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,Savibhattissa aṃ sisu napuṃsaketveva.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""Amussāduṃ"" 'ti aduṃ; aduṃ amu amuni...Evaṃ dutiyā."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""Sesesu ce"" 'ti sabbattha kissa ko."
Bālāvatāro,10,27,text,"Ko, kā, kaṃ, iccāda...Liṅgattaye sabbasamo."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"Tumhasi, ahesi."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,Savibhattissa tumhāmhānaṃ'tyadhikāro.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,Tvamahaṃ simhi ca.
Bālāvatāro,10,27,text,Simhi savibhattīnaṃ tumhāmhānaṃ tvaṃ ahaṃ honti casaddena tumhassa tuvaṃ ca.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"Tvaṃ tuvaṃ, ahaṃ, yo-tumhe."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""Mayaṃ yomhi paṭhame"" 'ti amhassa mayaṃ ahotī; mayaṃ."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""Tammamamhī"" 'ti amhi taṃ maṃ honti."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"Tavaṃmamañca navā"" 'ti amhi tavaṃ mamaca navā."
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""Tumhassa tuvaṃ tvamamhī"" 'ti tumhassa tuvaṃ tvaṃ ca...Taṃ tavaṃ tuvaṃ tvaṃ, maṃ"
Bālāvatāro,10,27,text,mamaṃ.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,Ākantveva.
Bālāvatāro,10,27,break,
Bālāvatāro,10,27,text,"""Vā yvappaṭhamo"" 'ti dutiyāyossa ākaṃvā...Tuhmākaṃ tumhe, amhākaṃ amhe."
Bālāvatāro,10,27,break,
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Nāmhi tayāmayā"" 'ti nāmhi tayāmayā honti."
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Tayātayīnaṃ katāro tvattaṃ vā"" ti tassa tvo vā."
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"Tvayā tayā, mayā, tumhehi, amhehi."
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Tavamama se"" 'ti se tavamama honti."
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Tuyhaṃmayhaṃ ce"" 'ti se tuyhaṃ mayhaṃ ca."
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Sassaṃ"" 'ti sassa aṃ vā."
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Amhassa mamaṃ savibhattissa se"" 'ti se amhassa mamaṃ, ca...Tava tuyhaṃ tumhaṃ, mama"
Bālāvatāro,10,28,text,mayhaṃ amhaṃ mamaṃ.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Tumhāmhehi namākaṃ"" 'ti naṃvacanassa ākaṃ; tuhokaṃ amhākaṃ."
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,Smā nāva.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Tumhāmhānaṃ tayimayī"" 'ti smimkahi tayi mayi honti...Tve kate-tvayi tayi, mayi, tumhesu;"
Bālāvatāro,10,28,text,amhesu...Liṅgattaye samaṃ.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,Navātveva.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,Padato dutiyācatuthicheṭṭhisuvo no.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,Atthappotakā vaṇṇā padaṃ...Dutiyācatutthichaṭṭhībahuvacanesu paresu padasmā paresaṃ
Bālāvatāro,10,28,text,savihattīnaṃ tumhāhonaṃ vono kārānavā honti.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"Rakkhatu vo, passatu no; dadāti vo, dadāhi no; saddhā vo, natthā no; navāti kiṃ, eso"
Bālāvatāro,10,28,text,amhākaṃ satthā.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,Padato 'tyadhikāro.
Bālāvatāro,10,28,break,
Bālāvatāro,10,28,text,"""Temekavacane"" 'ti catutthichaṭṭhekava canesu teme honti...Dadāmi te, dadāhi me, idaṃ te,"
Bālāvatāro,10,28,text,ayaṃme.
Bālāvatāro,10,28,break,
Bālāvatāro,10,29,break,
Bālāvatāro,10,29,text,"""Nāmhī"" 'ti amhi nisedho-passetha taṃ, ajinimaṃ."
Bālāvatāro,10,29,break,
Bālāvatāro,10,29,text,"""Vā tatiye ce"" 'ti tatiyekavacanete me vā honti...Kataṃ te, tayā vā; kataṃ me, yo vā."
Bālāvatāro,10,29,text,"""Bahuvacanesu vono"" 'ti tatiyābahuvacanesu vono honti -bahuvacanena paṭhame"
Bālāvatāro,10,29,break,
Bālāvatāro,10,29,text,"yomhīca...Kataṃ vo, kataṃ no; gāmaṃ vo gaccheyyatha; gāmaṃ no gaccheyyāma."
Bālāvatāro,10,29,break,
Bālāvatāro,11 Nāmikaṃ,29,section,11
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"Saṅkhyā vuccate, ekasaddo sabbanāmesu vutto; dvādayo aṭṭhārasantā bahuvacanantā."
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,Savihattissa itthipumanapuṃsakasaṅkhyanti cādhikāro.
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"""Yosu dvinnaṃ dve ce"" 'ti dvissa dve hoti dve, dve; dvīhi dvīhi."
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,No va dvādito namhi.
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"Namhi dvādito nakārāgamo hoti...Dvinnaṃ, dvīsu; liṅgattaye samaṃ."
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,Tivatunnaṃ tissocatassotayocattārotīnicattārī.
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"Yosu itthipunepuṃsakesusavibhattīnaṃ ticatunnaṃ tisso catasso ādayo honti...Tayo, tayo,"
Bālāvatāro,11 Nāmikaṃ,29,text,"tībhi, tīhi, tinnaṃ."
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"""Iṇaṇamanīṇṇantantīhi saṃkhyāhi"" 'ti tisaddanenā naṃ iccassa iṇṇaṃ iṇṇannaṃ"
Bālāvatāro,11 Nāmikaṃ,29,text,ca...Tiṇṇaṃ tiṇṇannaṃ; tīsu...Itthiyaṃ-tisso; tisso; tīhi tīhi.
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"Novādo cakārena tamhi ssaṃ āgamo...Vaggantetissantaṃ, tīsu...Napuṃsake-tīti, tīni. Tīhi,"
Bālāvatāro,11 Nāmikaṃ,29,text,tīhi...Cattāro
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"""O sare ce"" 'tīha cakārena yosu ussa uṇe."
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,29,text,"""Tato yonamotu"" 'tīha tukārena yonaṃ o...Caturo, evaṃdutiyā, catuhi, catunnaṃ, catusu."
Bālāvatāro,11 Nāmikaṃ,29,break,
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"Itthiyaṃ-catasso, catasso, catuhi, pubbe 'va ssaṃ āgamo, yadā dināussa attaṃ; catassannaṃ,"
Bālāvatāro,11 Nāmikaṃ,30,text,"catusu...Napuṃsake-cattāri, cattāri"
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Pañcādīnamakāro"" 'ti yosu savibhattissa pañcadyantassa attaṃ...Pañca, pañca."
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Pañcādīnamattaṃ"" 'ti sunaṃhisu pañcādyantassa attaṃ...Edīghātamavādoyaṃ, pañcahi,"
Bālāvatāro,11 Nāmikaṃ,30,text,pañcannaṃ pañcasu...Liṅgattayesamaṃ.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,Evaṃ cha satta aṭha nava dasādayo aṭhārasantā...Vīsatyādayo ānavutiyā itthiliṅgā
Bālāvatāro,11 Nāmikaṃ,30,text,"ekavacantā...Vīsati rattīva, evaṃ tiṃsati, cattāḷīsaṃpaññāsaṃsaddehi parāsaṃ sabbāsaṃ"
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"vibhattīnaṃ sabbāsamā dotīha ādisaddenalopo...Saṭṭhi vīsatīva, evaṃ sattati asīti na vuti;"
Bālāvatāro,11 Nāmikaṃ,30,text,"sataṃ napusakamekavacananantaṃ, evaṃ sahassādi; koṭi vīsatīva."
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"Rāsibhede tusabbattha bahuvacanampi-yathā-dve vīsatiyo buddhadantā, tisso visatiyo"
Bālāvatāro,11 Nāmikaṃ,30,text,dinaghaṭikā; evamaññatra.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,Ese'so etanantippasiddhilokassa hoti yatthatthesu.
Bālāvatāro,11 Nāmikaṃ,30,text,Thipumapuṃsakātyuccate tānimāni lokenātthā.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,Aliṅgā vuccante.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,Kvaci to pañcamyatthe.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,Liṅgato pañcavyatthe kvaci toppaccayo hoti.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Tvādayo vibhattisaññā"""
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Ti toppabhuti dānanyantānaṃ vihattisaññā, tasmā tadtānampi vibhatyantattā padattaṃ"
Bālāvatāro,11 Nāmikaṃ,30,text,"siddhanti na puna vibhatti...Corasmā, corato, evaṃ pitito mātito; ettha ""pitādīnamasimhī"""
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,'tyatrāsimhiggahaṇena tomhi pitādinaṃ ussa i.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,Imassitthandānihatodhse va.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,Thaṃ ādasu paresu imassa i hoti...Ito.
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Sabbassetassakārovā"" 'ti tophesvetassa atta vā; ato etto; pakkhe-saralopādinā akāralopo."
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Tratothesu ce"" 'ti kissa ku; kuto."
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Kvacito"" 'ti suttadvidhākaraṇena sattamyatthe va to hoti, ādasmiṃ ādito."
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,text,"""Trathasattamiyā sabbanāmehī"""
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,30,footnote,"[^5]:  ""Vibhattisaññāyoti"" apapāso."
Bālāvatāro,11 Nāmikaṃ,30,break,
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"'Ti sattamyatthe trathappaccayā honti....Sabbasmiṃ, sabbatra sabbattha, cittaṃ; evaṃ atra"
Bālāvatāro,11 Nāmikaṃ,31,text,attha ettha.
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Tre niccaṃ"" 'ti pubbe etassa a. Kutra kuttha"
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Sesesu ce"" 'ti kādese-kattha."
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Kismāvo ce"" 'ti ko, kakārākāralo po; kva."
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Hiṃhaṃhiñcanaṃ"" 'ti kismā hiṃādippaccayā."
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Kuhiṃhaṃsuce"" 'ti kissa ku cakārena hicanaṃdācanaṃ su ca; kuhiṃ kuhaṃ kuhicanaṃ."
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Tamhā ce"" 'ti hiṃhaṃ-tahiṃ tahaṃ."
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Yato hiṃ"" 'ti hiṃ, yahiṃ."
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Imasmā hadhā ce"" 'ti hadhā, iha idha;"
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Sabbato dhī"" 'ti dhi; sabbadhi."
Bālāvatāro,11 Nāmikaṃ,31,break,
Bālāvatāro,11 Nāmikaṃ,31,text,"""Kāle"" tyadhikāro."
Bālāvatāro,11 Nāmikaṃ,31,break,
